thread,neg,seg,comb,speaker,text
48,A2,n,n-A2,g,and then back up above the tote-- above the wigwams 
49,K2,n,n-K2,f,of the indian country 
49,K1,s,s-K1,g,o-- of the indian country 
49,K1,s,s-K1,g,right 
48,A2,o,o-A2,g,go above them 
48,A1,s,s-A1,f,right 
50,A2,n,n-A2,g,then go up 
51,K2,n,n-K2,g,have you got the carved stones 
51,K1,s,s-K1,f,i've got an indian country then a ravine 
51,K1,s,s-K1,f,and then the carved stones 
52,A2,n,n-A2,g,well avoid the ravine 
52,A1,s,s-A1,f,right 
53,A2,n,n-A2,g,and go ehm above the indian s-- above the carved stones sorry 
53,A1,s,s-A1,f,right 
54,o,n,n-o,g,right 
54,A2,s,s-A2,g,go round and above them heading back to the left again 
54,A1,s,s-A1,f,right 
55,K2,n,n-K2,g,do you have a graveyard 
55,K1,s,s-K1,f,nope 
55,o,s,s-o,g,no 
56,K2,n,n-K2,g,what do you have there 
56,o,s,s-o,g,right 
57,o,n,n-o,f,like towards the 
58,A2,n,n-A2,g,come down just after the carved stones 
58,A1,s,s-A1,f,right 
59,K2,n,n-K2,f,to the left of the carved stones right 
59,K1,s,s-K1,g,to the left of the carved stones 
60,A2,n,n-A2,g,and then sort go back a bit to the right 
60,o,s,s-o,f,back up 
60,o,s,s-o,g,back towards the right 
61,K2,n,n-K2,f,towards the ravine 
62,A2,n,n-A2,g,yeah well try and avoid the ravine 
62,A1,s,s-A1,f,right okay 
62,o,s,s-o,f,right 
63,K1,n,n-K1,g,and well the graveyard's here 
64,K2,n,n-K2,g,so do you have gallows 
64,o,s,s-o,f,right 
64,K1,s,s-K1,f,uh-huh 
65,K1,n,n-K1,f,they're sort away over to the left hand side 
65,o,s,s-o,g,yeah 
65,o,s,s-o,g,okay 
66,o,n,n-o,g,well say about ehm centimetre above them 
66,o,s,s-o,f,mmhmm 
66,A2,s,s-A2,g,go underneath like where the graveyard is to the diamond straight along to the diamond right mine 
66,A1,s,s-A1,f,okay 
66,o,s,s-o,f,right 
67,K1,n,n-K1,g,by the way i started at the finish instead at the start i've just realised that 
67,o,s,s-o,f,i know 
68,K1,n,n-K1,f,'cause i was just aye just about a couple of minutes ago i saw the start thing 
68,o,s,s-o,g,yeah snap 
68,o,s,s-o,g,who cares 
69,A2,n,n-A2,g,anyway and then like after the diamond cut up on the left-hand side of it up to the start 
69,A1,s,s-A1,f,uh-huh 
70,K1,n,n-K1,f,different 
70,o,s,s-o,f,oh no 
71,K1,n,n-K1,g,well we did it reversed 
72,K1,n,n-K1,f,so we should have started there 
72,o,s,s-o,g,yeah 
72,o,s,s-o,f,doesn't matter 
73,K1,n,n-K1,g,well we did it the wrong way round but 
