thread,neg,seg,comb,speaker,text
22,o,n,n-o,g,right 
22,A2,s,s-A2,g,so now you want to go east 
22,A1,s,s-A1,f,right okay 
23,A2,n,n-A2,g,straight across 
23,o,s,s-o,f,just a straight line east 
23,o,s,s-o,g,just a straight line 
24,o,n,n-o,g,for about 
25,K2,n,n-K2,f,how far 
26,K2,n,n-K2,g,have you got a collapsed shelter 
26,K1,s,s-K1,f,yes i have that's a-- 
25,o,o,o-o,g,right 
25,K1,s,s-K1,g,you're going to go along until you're underneath the collapsed shelter 
27,K1,n,n-K1,f,right i'll be underneath it by about two or three centimetres 
25,o,o,o-o,g,but 
28,K1,n,n-K1,g,uh-huh just a little below the o"" actually ""
28,o,s,s-o,f,right okay 
29,o,n,n-o,g,okay 
29,A2,s,s-A2,g,then you're going to start going up north again 
29,A1,s,s-A1,f,okay 
30,A2,n,n-A2,g,and put your line through the o"" ""
30,A1,s,s-A1,f,okay 
31,A2,n,n-A2,g,and you're going to go up there for about about ehm let me see about ten centimetres up 
31,A1,s,s-A1,f,okay 
32,K1,n,n-K1,f,past the crevasse on the right on the left 
33,K2,n,n-K2,f,have you not got a crevasse 
33,K1,s,s-K1,g,i've not got a crevasse 
33,o,s,s-o,f,no okay 
31,o,o,o-o,f,for about ten centimetres 
31,o,s,s-o,g,uh-huh ten centimetres straight up north 
34,o,n,n-o,g,right 
34,A2,s,s-A2,g,and then you're going to actually you're not just going to go ehm when you go st-- you're going to go back west again but if you actually kind of go up a wee bit then diagonally down know what i mean like in a wee hump 
34,A1,s,s-A1,f,right 
34,o,s,s-o,f,oh right i see what you mean 
35,o,n,n-o,g,okay 
35,o,s,s-o,f,uh-huh 
35,o,s,s-o,g,you know if you go up and then come back down 
35,K2,s,s-K2,g,and have you got a saxon barn 
35,K1,s,s-K1,f,okay yes 
36,o,n,n-o,g,right 
36,A2,s,s-A2,g,well you're just going to go up and come down underneath the words saxon barn 
36,o,s,s-o,f,so do a sort semicircle to the saxon barn 
36,o,s,s-o,g,uh-huh yeah that'd be 
36,A2,s,s-A2,g,so you've just drawn your line just under the s"" of the saxon bar ""
36,A1,s,s-A1,f,okay 
36,o,s,s-o,f,just under the s"" ""
36,o,s,s-o,g,uh-huh 
37,K2,n,n-K2,g,and have you got pelicans 
37,K1,s,s-K1,f,i haven't no i've not 
38,o,n,n-o,g,right 
38,A2,s,s-A2,g,so you're going to go down ehm south 
38,A1,s,s-A1,f,right 
39,A2,n,n-A2,g,for about this is ehm not a not a dia-- uh-huh a diagonal line i would say right down about another three c-- three four centimetres 
40,K2,n,n-K2,f,diagonal line which way 
40,o,s,s-o,g,sorry ehm to the 
40,K2,s,s-K2,f,s-- east west 
40,K1,s,s-K1,g,to the west 
40,o,s,s-o,f,left right 
40,o,s,s-o,g,to the west 
40,o,s,s-o,f,to the west 
41,K2,n,n-K2,f,so carry on the same direction as the hump is that 
41,K1,s,s-K1,g,uh-huh 
39,A1,o,o-A1,f,right 
39,o,s,s-o,g,right 
42,K2,n,n-K2,g,you're down about west eh r-- sorry down about north west about oh sorry god what am i saying south 
42,K1,s,s-K1,f,southwest 
42,o,s,s-o,g,southwest about three centimetres 
42,o,s,s-o,f,right okay 
43,K2,n,n-K2,g,and you've not got pelicans you said 
43,K1,s,s-K1,f,no i've not 
43,o,s,s-o,g,right 
44,A2,n,n-A2,g,and then continue going west it's just straight across 
44,A1,s,s-A1,f,right 
45,K2,n,n-K2,f,is this this so this is towards the edge of the edge of the paper 
46,A2,n,n-A2,g,for about three centimetres so you're kind of l-- 
45,K1,o,o-K1,g,uh-huh this is towards the edge of the paper 
45,o,s,s-o,f,okay 
46,A2,n,n-A2,g,so you're making another little kind of you're making a wee pit and now you're going to go back up again 
46,A1,s,s-A1,f,okay 
47,A2,n,n-A2,g,you're going to go up north well this is quite a long way this time about about twelve centimetres right up north up the side of the page 
47,o,s,s-o,f,just 
47,A1,s,s-A1,f,okay 
48,K2,n,n-K2,g,and have you got a white mountain 
49,K2,n,n-K2,f,so are we about a third down the page at the moment 
49,K1,s,s-K1,g,aye we're about a third down the page 
49,o,s,s-o,f,right 
50,A2,n,n-A2,g,and you're going to go up to about two thirds up the page with this line 
50,A1,s,s-A1,f,right okay 
48,K1,o,o-K1,f,the top of the white i've got a white mountain yes 
48,o,s,s-o,g,oh you've got the white mountain 
48,o,s,s-o,f,i have got the white one 
51,K2,n,n-K2,g,well you see how like the white mountain's jagged on the left-hand side 
51,K1,s,s-K1,f,yes 
52,A2,n,n-A2,g,like if you just kind of like veer your line as though you're going up the moun-- the white mountain 
52,o,s,s-o,f,up up the side of it right 
52,A2,s,s-A2,g,uh-huh up the side of the white mountain 
52,A1,s,s-A1,f,okay and when i get to 
53,o,n,n-o,g,and right once you reach the top of the white mountain 
53,o,s,s-o,f,yes 
53,A2,s,s-A2,g,with your line just continue straight up north 
54,K2,n,n-K2,g,have you got a golden beach 
54,o,s,s-o,f,golden beach 
54,K1,s,s-K1,f,i've not no 
55,K2,n,n-K2,f,so is this directly just a straight line 
55,o,s,s-o,g,this is direct-- 
55,K1,s,s-K1,g,this is directly up north 
55,K1,s,s-K1,g,a straight line up to the golden beach 
55,o,s,s-o,f,right 
55,o,s,s-o,f,from the top of the white mountain 
53,A2,o,o-A2,g,from the top of the white mountain right up 
56,K2,n,n-K2,f,how f-- how far up 
56,K1,s,s-K1,g,ehm about six centimetres 'til you're about ah 'til you're about ehm about the same distance away from you're about five centimetres six centimetres from the top of the page now 
56,o,s,s-o,f,right okay 
53,A1,o,o-A1,f,okay 
57,o,n,n-o,g,right 
57,o,s,s-o,g,to the left-hand side of the page 
57,o,s,s-o,f,yes 
57,o,s,s-o,g,right 
57,A2,s,s-A2,g,and now we're going to go a complete straight line ehm east 
57,o,s,s-o,f,right 
57,o,s,s-o,g,for about six centimetres again 'cause if you 
58,K2,n,n-K2,f,right have you got a slate mountain 
58,o,s,s-o,g,ah th-- 
58,K1,s,s-K1,g,right 'til it's just the bottom of slate mountain that'll be then 
57,A1,o,o-A1,f,okay 
57,o,s,s-o,g,okay 
59,o,n,n-o,g,and see how you what you did with the white mountain ehm 
59,o,s,s-o,f,what i did with the white mountain 
59,o,s,s-o,f,yes 
59,K1,s,s-K1,g,you you just went up the side 
59,o,s,s-o,f,go up the side of it 
60,A2,n,n-A2,g,well look as though you're going to climb the up to the top of the slate mountain 
60,A1,s,s-A1,f,okay 
61,A2,n,n-A2,g,then come back down the other side missing the wee seagulls 
61,A1,s,s-A1,f,right so that right that's what i'm doing oh right oh okay 
61,A1,s,s-A1,f,right down the side missing the seagulls 
61,ch,s,s-ch,g,wait wait 
62,K2,n,n-K2,g,down the side just missing the seagulls right 
62,K1,s,s-K1,f,that's it i've just killed one of them 
63,o,n,n-o,g,right you're bottom 
63,K1,s,s-K1,g,right you're bottom of the slate mountain now 
63,o,s,s-o,f,right okay 
63,o,s,s-o,g,right 
64,K2,n,n-K2,g,right have you got a secret valley 
64,K1,s,s-K1,f,eh yes i have 
65,K2,n,n-K2,f,that's that's down below the slate mountain yes 
65,K1,s,s-K1,g,uh-huh 
66,K2,n,n-K2,f,about ten centimetres twelve centimetres 
66,K1,s,s-K1,g,right w-- 
67,o,n,n-o,g,right 
67,A2,s,s-A2,g,what you're going to do is like you're at the bottom of slate mountain and you're going to g-- actually go ehm you're going to go west like underneath the slate mountain 
67,A1,s,s-A1,f,right 
67,o,s,s-o,f,okay 
67,o,s,s-o,f,right 
68,A2,n,n-A2,g,going a wee bit diagonally not a completely straight line 
68,o,s,s-o,g,do you know what i mean 
68,A1,s,s-A1,f,right 
68,o,s,s-o,g,okay 
68,o,s,s-o,f,uh-huh 
69,A2,n,n-A2,g,you're going to come as though you're just going up the top you're coming back the way you've come 
69,A1,s,s-A1,f,right okay 
69,o,s,s-o,f,sort eight o'clockish 
69,o,s,s-o,g,uh-huh yeah 
70,A2,n,n-A2,g,round to the left-hand side of the page again 
70,A1,s,s-A1,f,right okay 
70,o,s,s-o,g,that'd be west 
71,A2,n,n-A2,g,and then once you reach about the as though the the bottom of the slate mountain again you're going to go competely down to the bottom of the secret valley 
71,A1,s,s-A1,f,right 
71,o,s,s-o,f,right okay 
71,o,s,s-o,f,dir-- just directly down 
71,o,s,s-o,g,just directly down 
71,o,s,s-o,f,straight down 
71,o,s,s-o,f,to the secret valley 
71,o,s,s-o,g,uh-huh just to the bottom of the where it says secret valley 
71,o,s,s-o,f,okay 
72,A2,n,n-A2,g,and then can you see you just draw a straight line to the finish 
72,ch,s,s-ch,f,to the finish no 
73,K1,n,n-K1,f,i've not got a finish 
74,o,n,n-o,g,well the finish is actually 
75,K2,n,n-K2,g,you know where it says secret valley 
75,K1,s,s-K1,f,right 
75,o,s,s-o,f,from the edge of the letter y"" ""
75,o,s,s-o,g,uh-huh 
74,K1,o,o-K1,g,it's about a centimetre along from the letter y"" and about a centimetre down that's your finishing cross ""
74,o,s,s-o,f,centim-- 
74,o,s,s-o,f,right okay 
76,K1,n,n-K1,g,and that's the end 
76,o,s,s-o,f,that's the end 
76,o,s,s-o,g,right right 
