thread,neg,seg,comb,speaker,text
43,o,s,s-o,g,mmhmm 
44,K1,n,n-K1,f,it's the very first place i go 
44,o,s,s-o,g,uh-huh 
45,o,n,n-o,f,well 
45,K2,s,s-K2,f,i can just draw a line straight between the two then 
45,o,s,s-o,f,right 
45,K1,s,s-K1,g,yeah but on my map it's not got that it's eh 
46,A2,n,n-A2,g,you're going in a sort curve to the bottom of the map then round the old mill 
46,o,s,s-o,f,round beneath the old mill 
46,o,s,s-o,g,uh-huh 
46,ch,s,s-ch,g,no 
47,A2,n,n-A2,g,you don't actually go under the old mill you go like round it 
48,o,n,n-o,g,like 
48,K2,s,s-K2,g,see the side where the steps are 
48,K1,s,s-K1,f,yeah 
47,o,o,o-o,g,like 
47,A2,s,s-A2,g,that's how you go just just go round the top 
47,A1,s,s-A1,f,you actually go round the side where the where the wheel is 
47,ch,s,s-ch,g,no the other side 
47,o,s,s-o,f,the other side 
47,o,s,s-o,g,uh-huh 
49,A2,n,n-A2,g,where where the steps are and round the r-- on top of the roof and then you go round to your right 
50,A2,n,n-A2,g,just keep going right then straight up round the abandoned cottage 
51,o,n,n-o,f,i mean 
51,K2,s,s-K2,f,surely you could just go you know you could just go straight from the caravan park to the abandoned cottage could you not 
51,K1,s,s-K1,g,no 
52,A2,n,n-A2,g,well o-- on the route on this map is you've to go down 
52,o,s,s-o,f,so right so 
52,A1,s,s-A1,f,i'd b-- i'd have to draw a curve then from the down from the caravan park 
52,o,s,s-o,g,uh-huh 
53,A1,n,n-A1,f,from the mill wheel and up to the abandoned cottage to the right like a tick shape it'd be s-- the shape of a tick from the the 
53,ch,s,s-ch,g,no 
54,A2,n,n-A2,g,the shape of a like an oval shape from the caravan park you start just above the caravans 
54,A1,s,s-A1,f,right 
54,o,s,s-o,g,right 
54,o,s,s-o,f,mmhmm 
55,A2,n,n-A2,g,ma-- make mark across above the caravans go round like just like an oval like half an until you come to sort top of the old mill like say the 
55,A1,s,s-A1,f,mmhmm 
55,o,s,s-o,g,the corner of the roof 
56,K2,n,n-K2,f,then up to the abandoned cottage 
56,K1,s,s-K1,g,then uh-huh 
57,A2,n,n-A2,g,do a curve right up to your right 
57,A1,s,s-A1,f,right okay 
57,o,s,s-o,f,right 
58,A1,n,n-A1,f,i'll draw that 
59,A2,n,n-A2,g,sort d-- gradual curve to your right 
59,A1,s,s-A1,f,right 
60,o,n,n-o,g,eh 
61,K2,n,n-K2,f,where does it stop 
62,K2,n,n-K2,g,see where the fenced meadow is 
62,K1,s,s-K1,f,the bottom right 
62,o,s,s-o,g,uh-huh 
63,K2,n,n-K2,f,do you go over the abandoned cottage or under it 
63,o,s,s-o,g,well 
64,K2,n,n-K2,g,see where the fenced meadow is at the bottom of your page 
64,K1,s,s-K1,f,yeah 
63,K1,o,o-K1,g,when you go right from the old mill go right and just where eh that you start you come to the beginning of that drawing on the right go straight up round the abandoned cottage 
65,K2,n,n-K2,f,you're saying you go from the m-- the old mill to the fenced meadow 
65,K1,s,s-K1,g,no 
66,K1,n,n-K1,g,you go you're above the fenced meadow the the route is actually above that 
66,o,s,s-o,f,i've g-- 
66,o,s,s-o,f,yeah 
67,o,n,n-o,g,okay it's basi-- if 
67,A2,s,s-A2,g,see if you go over the old mill 
67,A1,s,s-A1,f,mmhmm 
68,K2,n,n-K2,g,right you're o-- you're o-- eh over the the roof right 
68,K1,s,s-K1,f,mmhmm 
69,A2,n,n-A2,g,and you're going make a gradual slope to your right 
69,A1,s,s-A1,f,mmhmm 
70,o,n,n-o,g,okay 
71,K1,n,n-K1,f,quite steep though up the up the way 
72,K1,n,n-K1,g,no quite just sort a wee gradual one 
73,K2,n,n-K2,f,towards the forest 
73,ch,s,s-ch,g,towards fe-- where the hell's the forest 
74,o,n,n-o,f,the forest from 
74,ch,s,s-ch,g,no 
75,K1,n,n-K1,g,there there's no forest 
76,K1,n,n-K1,f,the forest is beneath the abandoned cottage right on on my map 
77,K1,n,n-K1,f,to get to the fenced meadow i'd need to go down from the mill 
78,o,n,n-o,g,well 
78,A2,s,s-A2,g,you don't want to go to the fenced meadow anyway 
79,o,n,n-o,g,i'm just telling i'm giving you a g-- i because it's like 
80,K2,n,n-K2,f,why did you mention it 
80,K1,s,s-K1,g,you stop you stop going right above the fenced meadow where you come to that drawing 
81,K2,n,n-K2,f,in other words the the bottom right-hand side of the abandoned cottage 
81,K1,s,s-K1,g,no 
82,o,n,n-o,f,surely 
82,o,s,s-o,g,no 
83,o,n,n-o,f,well 
84,o,n,n-o,g,right 
84,A2,s,s-A2,g,you're at the old mill go back to the old mill 
84,o,s,s-o,g,okay 
84,A1,s,s-A1,f,yeah i'm there 
84,o,s,s-o,g,right 
85,K2,n,n-K2,g,see the roof 
85,K1,s,s-K1,f,yeah 
86,A2,n,n-A2,g,go over the roof 
86,A1,s,s-A1,f,yeah mmhmm 
87,A2,n,n-A2,g,keep going right 
87,A1,s,s-A1,f,right 
88,o,n,n-o,g,'til about th-- 
88,o,s,s-o,g,right okay 
88,o,s,s-o,g,let's start again in different terms 
89,K2,n,n-K2,g,see about three quarters of the way to your right in the page 
89,K1,s,s-K1,f,mmhmm 
88,A2,o,o-A2,g,stop right when you've go-- drawn your line from the old mill and then just go straight up and make a line round the abandoned like a circle round the abandoned cottage 
90,A2,n,n-A2,g,curve round the abandoned cottage and round the roof 
90,A1,s,s-A1,f,okay 
91,K2,n,n-K2,f,back towards the left-hand side 
91,K1,s,s-K1,g,uh-huh 
91,o,s,s-o,f,right okay 
92,o,n,n-o,f,right i've done that i've now got th-- 
93,o,n,n-o,g,and s-- 
92,K1,o,o-K1,f,i've now got three lines on my page but i know the one that 
93,o,n,n-o,g,well 
92,o,o,o-o,f,that will that would just 
94,K2,n,n-K2,g,it's meant to be a sort continuous curve is it not 
94,K1,s,s-K1,f,no 
95,K1,n,n-K1,f,but i mean that that's like this is the third attempt sort thing 
95,o,s,s-o,g,oh right i see 
95,o,s,s-o,f,okay 
96,o,n,n-o,g,right 
96,K2,s,s-K2,g,well see where the abandoned cottage is now right you're at the roof of the abandoned co-- 
96,K1,s,s-K1,f,yeah 
97,K1,n,n-K1,f,i'm above the chimney 
97,o,s,s-o,g,right 
98,A2,n,n-A2,g,go down say about forty-five degrees on a sort angle 
98,A1,s,s-A1,f,yeah 
99,o,n,n-o,g,down 
100,K2,n,n-K2,g,see where the fenced meadow is besi-- on the left-hand side of the r-- uh-huh the left-hand side of your page 
100,ch,s,s-ch,f,no m-- mine's 
101,K1,n,n-K1,g,about halfway up 
101,ch,s,s-ch,f,no that's not there on mine 
101,o,s,s-o,g,is it not 
102,K1,n,n-K1,f,my fenced meadow's at the bottom right-hand side 
102,o,s,s-o,g,mmhmm 
103,K1,n,n-K1,g,i've got two here 
104,o,n,n-o,g,right ehm 
104,K2,s,s-K2,f,you've got two fenced meadows 
104,K1,s,s-K1,g,mmhmm 
105,K1,n,n-K1,g,and no forest 
105,o,s,s-o,f,and no forest 
105,o,s,s-o,g,no 
106,o,n,n-o,g,right 
107,o,n,n-o,f,well 
107,K1,s,s-K1,f,i've gone round the forest in mine 
107,o,s,s-o,g,have you 
107,o,s,s-o,f,yeah 
108,K1,n,n-K1,f,but i had to though 
108,o,s,s-o,g,right okay 
109,K1,n,n-K1,g,may-- aye maybe that's what it is then 
110,o,n,n-o,g,oh right 
110,K2,s,s-K2,g,see where the see where your caravan park is then 
110,K1,s,s-K1,f,yeah 
111,K1,n,n-K1,f,i've got nothing above it i've nothing above the caravan park 'til the the west lake 
112,K2,n,n-K2,g,have you got something below it 
112,K2,s,s-K2,g,have you got a ca-- have you got a fence below it 
112,K1,s,s-K1,f,yeah 
112,K1,s,s-K1,f,the picket fence 
113,o,n,n-o,g,well 
113,K2,s,s-K2,g,did you go round it 
113,K1,s,s-K1,f,no 
114,K1,n,n-K1,f,i went over the mill the the picket fence er hasn't come into it right yet really 
115,o,n,n-o,g,di-- 
115,o,s,s-o,g,well 
115,o,s,s-o,g,see the caravan park 
115,K2,s,s-K2,g,i-- is there is there a picket fence underneath it 
115,K1,s,s-K1,f,mmhmm 
116,o,n,n-o,g,well 
116,A2,s,s-A2,g,could you make a line go round it and then c-- 
117,K2,n,n-K2,g,is it bet-- is it like down and then the old mill's above from it 
117,K1,s,s-K1,f,yeah 
118,K1,n,n-K1,f,the the old mill's like northeast of it 
119,K2,n,n-K2,g,so can you not go round the picket fence and round the old mill do you not have to go round the picket fence no 
119,K1,s,s-K1,f,i don't think so 
120,K1,n,n-K1,f,that that's what we did first of all th-- the the the first line 
120,o,s,s-o,g,uh-huh 
120,o,s,s-o,g,uh-huh 
121,K1,n,n-K1,f,when i was asking you whether i could you know i had to eh stop before i got to the picket fence or not so but 
122,o,n,n-o,g,well 
122,K2,s,s-K2,g,do you not have to go round it 
122,o,s,s-o,f,why just a fence 
123,K1,n,n-K1,g,it's it's not a picket fence here so the route must go round the picket fence surely 
124,o,n,n-o,f,you think so 
124,K1,s,s-K1,f,maybe it's the the route's to stay inside the picket fence 
124,o,s,s-o,g,well 
124,o,s,s-o,g,maybe it is okay as long as you're on the picket fence then i don't know 
125,K1,n,n-K1,f,i've got one d-- i've got one i don't know realise why it's there 
126,K2,n,n-K2,g,right right you went by the abandoned cottage right 
127,K1,n,n-K1,f,i'm above the chimney just now 
127,o,s,s-o,g,right you're above the chimney 
128,A2,n,n-A2,g,and if you start going dow-- in an angle about forty-five degrees down 
128,A1,s,s-A1,f,mm mmhmm 
129,A2,n,n-A2,g,to the to where the bottom of the abandoned cottage 
129,o,s,s-o,g,right 
129,A1,s,s-A1,f,right okay 
130,o,n,n-o,g,'til oh right so 
130,K2,s,s-K2,g,you said you where are you now 
130,K1,s,s-K1,f,the bottom of the abandoned cottage 
130,o,s,s-o,g,right uh-huh 
131,K2,n,n-K2,g,but wh-- is there anything on your map beside that then on your left-hand side 
131,K1,s,s-K1,f,no i've got noth-- no i've got nothing between the caravan park and the west lake on the left-hand side 
132,o,n,n-o,g,well 
132,A2,s,s-A2,g,if you make a sort like a a forty-five degree angle right for about a couple of inches or something and then you start making a circle you know what if you know what i mean if you've got does a sort angle then sort curve round 
133,K2,n,n-K2,g,have you got a west lake 
133,K1,s,s-K1,f,yeah 
134,K1,n,n-K1,f,it's at the top left 
135,A2,n,n-A2,g,well can you can you make a sort curve then if after your angle sort like towards the west lake 
135,o,s,s-o,f,a curve 
136,K2,n,n-K2,f,whe-- where's your fenced meadow on the left-hand side 
136,K1,s,s-K1,g,uh-huh 
136,o,s,s-o,g,sort like you've gone 
136,o,s,s-o,g,mm 
137,K2,n,n-K2,f,where's your fenced meadow on the left-hand side 
137,K1,s,s-K1,g,it's about halfway up the page that's wh-- uh-huh it's just about about halfway up the page 
138,K2,n,n-K2,f,so would you know head sort for the west lake now avoiding you know 
139,A2,n,n-A2,g,so if you s-- imagine a fenced meadow in the middle of the page 
140,A2,n,n-A2,g,and you sort make a circle round up towards the west lake you go up to the west lake and then 
140,A1,s,s-A1,f,yeah 
141,K1,n,n-K1,f,along the left-hand side of the page 
141,o,s,s-o,g,mmhmm 
141,o,s,s-o,f,right 
142,A1,n,n-A1,f,right up to the top 
142,ch,s,s-ch,g,no 
143,A2,n,n-A2,g,you go ri-- you make a a ci-- you make a line up go up 
143,o,s,s-o,g,right 
143,A1,s,s-A1,f,right okay 
144,A2,n,n-A2,g,to the ti-- 'til you reach the west lake 
145,K2,n,n-K2,g,see the curve in the at the bottom of the west lake 
145,K1,s,s-K1,f,right yeah 
146,K2,n,n-K2,g,that sort can you see a round curve 
146,K1,s,s-K1,f,mmhmm 
147,A2,n,n-A2,g,go to the the eh furthest point of that like in your left-hand side right about the bottom of that curve 
147,A1,s,s-A1,f,yeah okay 
148,A2,n,n-A2,g,and start curving round it 
148,A1,s,s-A1,f,mmhmm 
149,o,n,n-o,g,ti-- if you if you s-- 
149,K2,s,s-K2,g,can you see a trig point 
149,K1,s,s-K1,f,no 
149,o,s,s-o,g,no 
150,o,n,n-o,g,ehm 
150,K2,s,s-K2,g,right have you got the eh the west lake 
151,A2,n,n-A2,g,so make a curve round the bottom of that curve right so just follow that curve 
151,A1,s,s-A1,f,mmhmm 
152,A2,n,n-A2,g,around west lake up to the just up to the point you know 
153,K2,n,n-K2,g,can you see on the west lake where it goes sort straight 
153,K1,s,s-K1,f,yeah 
154,K1,n,n-K1,f,on the left-hand side 
154,o,s,s-o,g,no oh 
154,o,s,s-o,g,right 
155,K2,n,n-K2,f,where's your trig point 
156,K2,n,n-K2,f,do you cross the lake or do you go round it 
157,A2,n,n-A2,g,just just just go round 
157,o,s,s-o,g,right 
158,o,n,n-o,g,until about 
158,o,s,s-o,g,trying to think wh-- 
158,o,s,s-o,g,see right can you not 
159,K2,n,n-K2,g,see if there's a circle at the bottom know how you've just gone round it 
159,K1,s,s-K1,f,mmhmm 
160,A2,n,n-A2,g,and you keep going up 'til about it's a kind sh-- there's kind of angle 
160,o,s,s-o,g,oh this is really hard 
161,K2,n,n-K2,g,see where the farmed land is at the top 
161,K1,s,s-K1,f,yeah 
162,K1,n,n-K1,f,but that's at the at the right-hand side of my west lake 
162,o,s,s-o,g,uh-huh it's at the right-hand side 
163,K1,n,n-K1,f,yeah but i'm at the bottom left-hand side of the lake at the moment 
163,o,s,s-o,g,right well 
164,K2,n,n-K2,g,so are you at the bottom left-hand 
164,o,s,s-o,g,right 
164,K1,s,s-K1,f,i've just curved round the bottom 
165,A2,n,n-A2,g,and and you can cu-- you curve round the bottom and keep going up that curve just curve round that 
165,A1,s,s-A1,f,right 
166,A1,n,n-A1,f,so right round the top of the page 
166,ch,s,s-ch,g,no 
166,o,s,s-o,f,that's a-- no 
167,K1,n,n-K1,f,i'd have to otherwise i'd be in the lake 
168,K2,n,n-K2,g,se-- can you see a monument 
168,K1,s,s-K1,f,the monument's on the right-hand side 
168,o,s,s-o,g,yeah 
169,K1,n,n-K1,f,not all that far from the abandoned cottage in fact 
169,o,s,s-o,g,uh-huh that's what i mean 
170,K2,n,n-K2,g,and is the nuclear test site above it 
170,K1,s,s-K1,f,no 
171,K1,n,n-K1,f,i don't have a nuclear test site 
172,K1,n,n-K1,f,i've got a golf course 
173,K2,n,n-K2,f,have you got a golf course 
173,K1,s,s-K1,g,no 
173,o,s,s-o,f,no 
173,o,s,s-o,g,right 
174,o,n,n-o,g,have you got 
175,K1,n,n-K1,f,the golf course is just beneath the east lake about an inch or so down 
175,o,s,s-o,g,is it 
175,o,s,s-o,f,yeah 
176,K2,n,n-K2,g,up from its furthest point 
176,K1,s,s-K1,f,no 
177,K1,n,n-K1,f,from eh okay it's about two inches down from where it says east lake in the lake 
177,o,s,s-o,g,right 
178,K1,n,n-K1,f,there's a golf course it's not that big 
179,A2,n,n-A2,g,so you want want you want to go round the golf course then i think 
179,o,s,s-o,f,well 
180,A2,n,n-A2,f,let's get round the lake first the west lake 
180,o,s,s-o,f,so 
181,o,n,n-o,g,right 
182,K1,n,n-K1,f,i mean then then that's how i i'd need to go right round the top 
183,K2,n,n-K2,g,i take it they're the same shape on the maps then 
183,K1,s,s-K1,f,they must be 
183,o,s,s-o,g,right 
184,K1,n,n-K1,f,towards the top of the page unless i cross unless i cross the lake i'd need to go right round it 
184,o,s,s-o,g,right 
185,o,n,n-o,g,west lake isn't exac-- 
185,K1,s,s-K1,g,you don't want to cross the lake 
186,K2,n,n-K2,f,but how am i going to get to the farmland or any-- or anything else 
186,ch,s,s-ch,g,you don't want to go to the farmed land 
187,K1,n,n-K1,g,i just asked if i had if you had farmed land 
188,K1,n,n-K1,f,so i've to double back on myself 
188,ch,s,s-ch,g,no 
189,o,n,n-o,f,so what do where 
189,o,s,s-o,f,right 
189,K2,s,s-K2,f,i'm at the bottom of west lake 
189,o,s,s-o,f,right 
190,K2,n,n-K2,f,the left-hand side 
190,K1,s,s-K1,g,uh-huh 
191,K2,n,n-K2,f,where do i go now 
191,o,s,s-o,g,right 
192,A2,n,n-A2,g,you you you curve round 
192,o,s,s-o,g,right 
193,K1,n,n-K1,g,see west lake you can see the curves can't you round west lake 
194,K2,n,n-K2,f,along the left-hand side 
194,K1,s,s-K1,g,on the left-hand side right 
194,o,s,s-o,f,mmhmm 
195,o,n,n-o,g,right 
195,K2,s,s-K2,g,you've just come up from the abandoned cottage right 
195,K1,s,s-K1,f,mmhmm 
196,K2,n,n-K2,g,and you've gone straight up 
196,K1,s,s-K1,f,mmhmm 
197,K1,n,n-K1,g,to the bottom of west lake 
198,K2,n,n-K2,g,see directly underneath it where it says west lake 
198,K1,s,s-K1,f,mmhmm 
198,o,s,s-o,f,oh 
199,K1,n,n-K1,f,i didn't actually i didn't actually go there 
200,K2,n,n-K2,g,see the see see whe-- west lake see where the e"" is ""
200,K1,s,s-K1,f,yeah 
200,o,s,s-o,f,mmhmm 
201,K1,n,n-K1,g,directly under that you can then you see a curve going round to your right it's like a sort bottom of a circle or something it's quite it's quite rounded 
201,o,s,s-o,f,yeah i know the i know the bit y-- 
202,K1,n,n-K1,f,the bottom right-hand side this is you're talking about 
202,o,s,s-o,g,mmhmm 
203,K1,n,n-K1,f,you you talking about the e"" in lake ""
203,o,s,s-o,g,mmhmm 
203,o,s,s-o,f,right 
204,K1,n,n-K1,g,oh god i forgot about that 
204,o,s,s-o,g,right 
205,A2,n,n-A2,g,you go down and just start 
205,o,s,s-o,g,right 
206,K2,n,n-K2,g,see where the e"" in lake is right and ""
207,A2,n,n-A2,g,go down to the bottom of that start tracing around that then towards your right 
208,K2,n,n-K2,f,we're going right now 
208,K1,s,s-K1,g,uh-huh 
209,K2,n,n-K2,g,oh sorry have you been going right up the other side 
209,K1,s,s-K1,f,i thought we were 
210,K1,n,n-K1,f,i thought you were going left 
210,o,s,s-o,g,no 
211,K1,n,n-K1,g,we're going right 
212,K2,n,n-K2,f,so we're going from the abandoned cottage to below where it says lake 
212,K1,s,s-K1,g,right 
213,K2,n,n-K2,g,you've got you right you went to the abandoned cottage and you did a sort circle 
213,K1,s,s-K1,f,right i've done that now 
214,A1,n,n-A1,f,and i and then i trace it back round 
214,A1,s,s-A1,f,right okay i'm doing that now 
214,o,s,s-o,g,uh-huh you are 
215,A2,n,n-A2,g,and you're going round 
215,A1,s,s-A1,f,around the bottom right-hand corner okay 
215,o,s,s-o,g,yeah 
216,A2,n,n-A2,g,round the curve and then up 
216,A1,s,s-A1,f,right 
216,o,s,s-o,g,round that curve and then up 
217,K2,n,n-K2,g,and you don't have a trig point 
217,K1,s,s-K1,f,no 
218,K1,n,n-K1,f,i've got all these lines on my on my map now 
219,K2,n,n-K2,g,see ehm where you've curved up from west lake do you know where i'm talking about see how there's a kind sharp turn to the left 
218,o,o,o-o,f,that don't apply 
219,K1,n,n-K1,f,yeah 
219,o,s,s-o,g,in west lake 
220,K2,n,n-K2,f,at the top of the lake 
220,K1,s,s-K1,g,uh-huh 
220,o,s,s-o,f,yeah 
221,A2,n,n-A2,g,and then you go down there's a kind a bit you go straight down and then you go back up again 
221,A1,s,s-A1,f,mmhmm 
221,o,s,s-o,g,if you can follow this 
222,o,n,n-o,g,right so you've went round the corner right 
222,A2,s,s-A2,g,start again 
222,A1,s,s-A1,f,the bottom right okay 
223,K2,n,n-K2,g,and see wh-- how i just said how it goes straight up and it goes down and it goes up 
223,K1,s,s-K1,f,yeah 
224,K2,n,n-K2,g,see that bit that goes up 
224,K1,s,s-K1,f,yeah 
225,K2,n,n-K2,g,the first time 
225,K1,s,s-K1,f,mmhmm 
226,K2,n,n-K2,g,sort sharp bit 
226,K1,s,s-K1,f,yeah 
227,o,n,n-o,g,right 
227,A2,s,s-A2,g,stop following the curve at the bottom of that 
227,A1,s,s-A1,f,right okay 
228,o,n,n-o,g,okay 
228,o,s,s-o,g,and see when you get to that 
228,A2,s,s-A2,g,do an angle follow that 
229,K2,n,n-K2,g,see that sort straight angle 
229,K1,s,s-K1,f,mmhmm 
230,A2,n,n-A2,g,do a straight line going to your towards your your right down to the left-hand side you're going down 
231,K2,n,n-K2,f,down to the right to my left-hand side 
231,K1,s,s-K1,g,right okay 
232,K1,n,n-K1,g,if d-- if you think of a compass so if it would be your ehm eh southwest 
233,K1,n,n-K1,f,but i'd be in the lake then 
233,ch,s,s-ch,g,no 
234,K1,n,n-K1,g,you wouldn't be in the lake you shouldn't 
235,K2,n,n-K2,f,i stop drawing the curve right 
235,K1,s,s-K1,g,mmhmm 
236,K2,n,n-K2,g,you haven't gone right round the lake have you 
236,K1,s,s-K1,f,no 
237,K1,n,n-K1,f,i i started from the e"" in the lake ""
237,o,s,s-o,f,right 
238,K1,n,n-K1,f,and eh traced it round the right-hand side and and up the side of west lake 
238,o,s,s-o,f,okay 
238,o,s,s-o,g,uh-huh 
239,K1,n,n-K1,f,and i've stopped where the first eh the first bit rises 
239,o,s,s-o,g,uh-huh 
240,K1,n,n-K1,f,at quite a sharp angle i've stopped at th-- at the r-- the right-hand side of that 
240,o,s,s-o,g,the bottom of that 
240,o,s,s-o,f,yeah 
241,o,n,n-o,g,well 
241,o,s,s-o,g,then you're going t-- 
242,K2,n,n-K2,f,how can i go southwest i uh i'd surely be in the lake 
241,A2,o,o-A2,g,oh east sorry 
241,A1,s,s-A1,f,southeast right okay 
241,o,s,s-o,g,sorry right uh-huh right 
241,o,s,s-o,g,god it's my directions 
243,A2,n,n-A2,g,you go east southeast down 
244,K2,n,n-K2,f,where to 
244,K1,s,s-K1,g,straight 
245,K2,n,n-K2,g,have you do you should have a monument 
246,K2,n,n-K2,f,where's the nuclear test site 
245,K1,o,o-K1,f,yeah 
245,o,s,s-o,g,right great 
247,o,n,n-o,g,right 
247,A2,s,s-A2,g,go down there straight and go right and 
248,K2,n,n-K2,g,do you see where the monument is 
249,A2,n,n-A2,g,do a straight line to the monument 
249,o,s,s-o,f,straight to the monument 
250,A2,n,n-A2,g,to the bottom of the monument and curve round the monument just now 
250,A1,s,s-A1,f,right okay 
251,o,n,n-o,f,and go up again 
251,A2,s,s-A2,g,and then you're starting to go up uh-huh go up a bit 
251,A1,s,s-A1,f,right 
252,K2,n,n-K2,f,where's the nuclear test site 
252,K1,s,s-K1,g,eh it's just it's almost straight up from the monument a few in-- a few inches 
253,K2,n,n-K2,f,so it's be-- next to the golf course then 
253,ch,s,s-ch,g,i don't know where your golf course is 
254,K1,n,n-K1,g,it's just it's about an inch under the east lake at the bottom of east lake 
254,o,s,s-o,f,yeah 
255,K1,n,n-K1,f,the golf course is is fairly near there 
256,o,n,n-o,f,so right i 
256,A1,s,s-A1,f,i'm going down 
256,o,s,s-o,f,okay 
